index,filename,function_name,smell,name_smell,message
42,F:\projects\cgre-aachengempy\gempy\plot\_vista.py,plot_structured_grid,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
43,F:\projects\cgre-aachengempy\gempy\plot\_visualization_2d.py,plot_stereonet,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
44,F:\projects\cgre-aachengempy\gempy\utils\extract_geomodeller_data.py,get_dataframes,4,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
45,F:\projects\cgre-aachengempy\gempy\utils\geomodeller_integration.py,read_vox,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
46,F:\projects\cgre-aachengempy\gempy\utils\geomodeller_integration.py,get_dataframes,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
47,F:\projects\cgre-aachengempy\gempy\utils\geomodeller_integration.py,get_surface_points_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
48,F:\projects\cgre-aachengempy\gempy\utils\geomodeller_integration.py,get_orientation_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
49,F:\projects\cgre-aachengempy\gempy\utils\input_manipulation.py,surface_points_from_surface_points_block,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
0,F:\projects\ciscomindmeld\mindmeld\models\nn_utils\classification.py,fit,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
1,F:\projects\ciscomindmeld\mindmeld\models\nn_utils\classification.py,fit,1,pytorch_call_method_misused,is recommended to use self.net()
2,F:\projects\ciscomindmeld\mindmeld\models\nn_utils\sequence_classification.py,_forward_with_batching_and_no_grad,1,pytorch_call_method_misused,is recommended to use self.net()
3,F:\projects\ciscomindmeld\mindmeld\models\nn_utils\token_classification.py,predict,1,pytorch_call_method_misused,is recommended to use self.net()
4,F:\projects\ciscomindmeld\mindmeld\models\nn_utils\token_classification.py,predict_proba,1,pytorch_call_method_misused,is recommended to use self.net()
5,F:\projects\ciscomindmeld\mindmeld\models\taggers\pytorch_crf.py,train_one_epoch,1,pytorch_call_method_misused,is recommended to use self.net()
6,F:\projects\ciscomindmeld\mindmeld\models\taggers\pytorch_crf.py,run_predictions,1,pytorch_call_method_misused,is recommended to use self.net()
7,F:\projects\ciscomindmeld\mindmeld\models\taggers\pytorch_crf.py,closure,1,pytorch_call_method_misused,is recommended to use self.net()
0,F:\projects\CLUEbenchmarkCLUE\baselines\models\bert\optimization_test.py,test_adam,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
1,F:\projects\CLUEbenchmarkCLUE\baselines\models\bert_wwm_ext\optimization_test.py,test_adam,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
2,F:\projects\CLUEbenchmarkCLUE\baselines\models\ernie\optimization_test.py,test_adam,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
3,F:\projects\CLUEbenchmarkCLUE\baselines\models\roberta_wwm_ext\optimization_test.py,test_adam,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
4,F:\projects\CLUEbenchmarkCLUE\baselines\models\roberta_wwm_large_ext\optimization_test.py,test_adam,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
5,F:\projects\CLUEbenchmarkCLUE\baselines\models_pytorch\classifier_pytorch\run_classifier.py,train,2,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
6,F:\projects\CLUEbenchmarkCLUE\baselines\models_pytorch\classifier_pytorch\transformers\tokenization_utils.py,prepare_for_model,2,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
7,F:\projects\CLUEbenchmarkCLUE\baselines\models_pytorch\mrc_pytorch\run_c3.py,main,4,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
8,F:\projects\CLUEbenchmarkCLUE\baselines\models_pytorch\mrc_pytorch\run_multichoice_mrc.py,main,2,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
0,F:\projects\commaaiopenpilot\selfdrive\debug\can_table.py,can_table,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
0,F:\projects\ConvLabConvLab\convlab\agent\__init__.py,__init__,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\ConvLabConvLab\convlab\agent\__init__.py,update,1,nan_equivalence_comparison_misused,NaN equivalence comparison misused
2,F:\projects\ConvLabConvLab\convlab\experiment\analysis.py,calc_experiment_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
3,F:\projects\ConvLabConvLab\convlab\modules\usr\multiwoz\vhus_usr\usermodule.py,select_action,1,pytorch_call_method_misused,is recommended to use self.net()
4,F:\projects\ConvLabConvLab\convlab\modules\word_policy\multiwoz\hdsa\transformer\Transformer.py,translate_batch,1,pytorch_call_method_misused,is recommended to use self.net()
5,F:\projects\ConvLabConvLab\convlab\modules\word_policy\multiwoz\hdsa\transformer\Transformer.py,translate_batch,1,pytorch_call_method_misused,is recommended to use self.net()
6,F:\projects\ConvLabConvLab\convlab\modules\word_policy\multiwoz\hdsa\transformer\Transformer.py,beam_decode_step,1,pytorch_call_method_misused,is recommended to use self.net()
7,F:\projects\ConvLabConvLab\convlab\modules\word_policy\multiwoz\hdsa\transformer\Transformer.py,beam_decode_step,1,pytorch_call_method_misused,is recommended to use self.net()
8,F:\projects\ConvLabConvLab\convlab\modules\word_policy\multiwoz\mdrg\model\model.py,train,1,pytorch_call_method_misused,is recommended to use self.net()
0,F:\projects\cornell-zhangheterocl\heterocl\report.py,__member_init,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
1,F:\projects\cornell-zhangheterocl\heterocl\report.py,display,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
0,F:\projects\cornellius-gpgpytorch\examples\LBFGS.py,_step,2,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
1,F:\projects\cornellius-gpgpytorch\gpytorch\module.py,__call__,1,pytorch_call_method_misused,is recommended to use self.net()
2,F:\projects\cornellius-gpgpytorch\gpytorch\lazy\lazy_evaluated_kernel_tensor.py,_bilinear_derivative,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
3,F:\projects\cornellius-gpgpytorch\gpytorch\likelihoods\likelihood.py,_draw_likelihood_samples,1,pytorch_call_method_misused,is recommended to use self.net()
4,F:\projects\cornellius-gpgpytorch\gpytorch\likelihoods\likelihood.py,_draw_likelihood_samples,1,pytorch_call_method_misused,is recommended to use self.net()
5,F:\projects\cornellius-gpgpytorch\gpytorch\likelihoods\likelihood.py,expected_log_prob,1,pytorch_call_method_misused,is recommended to use self.net()
6,F:\projects\cornellius-gpgpytorch\gpytorch\likelihoods\likelihood.py,log_marginal,1,pytorch_call_method_misused,is recommended to use self.net()
7,F:\projects\cornellius-gpgpytorch\gpytorch\variational\nearest_neighbor_variational_strategy.py,__call__,2,pytorch_call_method_misused,is recommended to use self.net()
8,F:\projects\cornellius-gpgpytorch\gpytorch\variational\_variational_distribution.py,__call__,1,pytorch_call_method_misused,is recommended to use self.net()
0,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\classifier\util.py,extract_feats_and_label,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
1,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\classifier\util.py,get_coefs_helper,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
2,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\classifier\vectorClassifier.py,summarize,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
3,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\expected_context_framework\dual_context_wrapper.py,transform,2,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
4,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\expected_context_framework\dual_context_wrapper.py,get_term_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
5,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\expected_context_framework\expected_context_model.py,load,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
6,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\expected_context_framework\expected_context_model.py,load,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
7,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\expected_context_framework\expected_context_model.py,_get_km_assignment_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
8,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\fighting_words\fightingWords.py,get_ngram_zscores,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
9,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\forecaster\CRAFTModel.py,_evaluate_dataset,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
10,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\forecaster\cumulativeBoW.py,forecast,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
11,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\forecaster\forecaster.py,summarize,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
12,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\hyperconvo\hyperconvo.py,transform,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
13,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\model\convoKitMatrix.py,get_vectors,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
14,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\model\convoKitMatrix.py,to_dataframe,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
15,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\model\corpusUtil.py,get_utterances_dataframe,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
16,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\model\corpusUtil.py,get_conversations_dataframe,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
17,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\model\corpusUtil.py,get_speakers_dataframe,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
18,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\prompt_types\promptTypes.py,fit_prompt_type_model,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
19,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\prompt_types\promptTypes.py,assign_prompt_types,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
20,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\prompt_types\promptTypes.py,load_model,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
21,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\ranker\ranker.py,transform,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
22,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\ranker\ranker.py,transform_objs,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
23,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\ranker\ranker.py,summarize,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
24,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\ranker\ranker.py,summarize_objs,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
25,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\convokit\speakerConvoDiversity\speakerConvoDiversity2.py,transform,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
26,F:\projects\CornellNLPCornell-Conversational-Analysis-Toolkit\datasets\politeness-corpus\convert_politeness_corpus.py,prepare_corpus_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
0,F:\projects\creme-mlcreme\benchmarks\render.py,render_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\creme-mlcreme\benchmarks\run.py,run_track,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
2,F:\projects\creme-mlcreme\river\cluster\textclust.py,_get_distance_matrix,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
3,F:\projects\creme-mlcreme\river\compose\test_.py,test_learn_many_warm_up_mode,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
4,F:\projects\creme-mlcreme\river\linear_model\log_reg.py,predict_proba_many,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
5,F:\projects\creme-mlcreme\river\multiclass\ovr.py,predict_proba_many,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
6,F:\projects\creme-mlcreme\river\multiclass\test_ovr.py,test_online_batch_consistent,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
7,F:\projects\creme-mlcreme\river\naive_bayes\bernoulli.py,joint_log_likelihood_many,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
8,F:\projects\creme-mlcreme\river\naive_bayes\complement.py,joint_log_likelihood_many,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
9,F:\projects\creme-mlcreme\river\naive_bayes\multinomial.py,joint_log_likelihood_many,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
10,F:\projects\creme-mlcreme\river\neural_net\mlp.py,__call__,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
11,F:\projects\creme-mlcreme\river\neural_net\mlp.py,predict_many,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
12,F:\projects\creme-mlcreme\river\neural_net\mlp.py,learn_one,3,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
13,F:\projects\creme-mlcreme\river\neural_net\mlp.py,predict_one,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
14,F:\projects\creme-mlcreme\river\preprocessing\one_hot.py,transform_many,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
15,F:\projects\creme-mlcreme\river\preprocessing\scale.py,transform_many,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
16,F:\projects\creme-mlcreme\river\preprocessing\test_scale.py,test_standard_scaler_one_many_consistent,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
17,F:\projects\creme-mlcreme\river\preprocessing\test_scale.py,test_standard_scaler_shuffle_columns,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
18,F:\projects\creme-mlcreme\river\preprocessing\test_scale.py,test_standard_scaler_add_remove_columns,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
0,F:\projects\danielegrattarolaspektral\spektral\utils\io.py,load_csv,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\danielegrattarolaspektral\spektral\utils\io.py,dump_csv,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
0,F:\projects\ddbourginnumpy-ml\numpy_ml\rl_models\rl_utils.py,get_gym_stats,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
2,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
3,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
4,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
5,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
6,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
7,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
8,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
9,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
10,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
11,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
12,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
13,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
14,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
15,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
16,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
17,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
18,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
19,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\nn_torch_models.py,extract_grads,1,pytorch_call_method_misused,is recommended to use self.net()
20,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_softmax_grad,2,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
21,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_FullyConnected,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
22,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_Embedding,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
23,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_BatchNorm1D,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
24,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_LayerNorm1D,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
25,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_LayerNorm2D,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
26,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_MultiplyLayer,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
27,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_AddLayer,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
28,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_BatchNorm2D,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
29,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_RNNCell,2,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
30,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_Conv2D,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
31,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_DPAttention,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
32,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_Conv1D,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
33,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_Deconv2D,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
34,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_Pool2D,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
35,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_LSTMCell,2,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
36,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_MultiHeadedAttentionModule,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
37,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_SkipConnectionIdentityModule,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
38,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_SkipConnectionConvModule,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
39,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_BidirectionalLSTM,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
40,F:\projects\ddbourginnumpy-ml\numpy_ml\tests\test_nn.py,test_WaveNetModule,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
0,F:\projects\deepchemdeepchem\contrib\atomicconv\feat\atomicnet_pdbbind_datasets.py,load_pdbbind_labels,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\deepchemdeepchem\contrib\atomicconv\splits\pdbbind_temporal_split.py,load_pdbbind_labels,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
2,F:\projects\deepchemdeepchem\contrib\DiabeticRetinopathy\data.py,load_images_DR,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
3,F:\projects\deepchemdeepchem\contrib\pubchem_dataset\create_assay_overview.py,create_cid_list,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
4,F:\projects\deepchemdeepchem\contrib\pubchem_dataset\create_assay_overview.py,create_assay_file,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
5,F:\projects\deepchemdeepchem\contrib\pubchem_dataset\create_assay_overview.py,create_assay_file,2,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
6,F:\projects\deepchemdeepchem\contrib\torch\torch_model.py,fit,1,pytorch_call_method_misused,is recommended to use self.net()
7,F:\projects\deepchemdeepchem\contrib\torch\torch_multitask_classification.py,predict_on_batch,1,pytorch_call_method_misused,is recommended to use self.net()
8,F:\projects\deepchemdeepchem\contrib\torch\torch_multitask_classification.py,predict_proba_on_batch,1,pytorch_call_method_misused,is recommended to use self.net()
9,F:\projects\deepchemdeepchem\contrib\torch\torch_multitask_regression.py,predict_on_batch,1,pytorch_call_method_misused,is recommended to use self.net()
10,F:\projects\deepchemdeepchem\datasets\construct_pdbbind_df.py,construct_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
11,F:\projects\deepchemdeepchem\deepchem\data\datasets.py,to_dataframe,4,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
12,F:\projects\deepchemdeepchem\deepchem\data\datasets.py,to_csv,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
13,F:\projects\deepchemdeepchem\deepchem\data\datasets.py,_construct_metadata,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
14,F:\projects\deepchemdeepchem\deepchem\data\datasets.py,add_shard,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
15,F:\projects\deepchemdeepchem\deepchem\feat\molecule_featurizers\smiles_to_seq.py,create_char_to_idx,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
16,F:\projects\deepchemdeepchem\deepchem\models\torch_models\torch_model.py,compute_saliency,2,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
17,F:\projects\deepchemdeepchem\deepchem\molnet\load_function\pdbbind_datasets.py,_process_pdbs,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
18,F:\projects\deepchemdeepchem\deepchem\splits\splitters.py,split,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
19,F:\projects\deepchemdeepchem\deepchem\trans\tests\test_log_transform.py,test_y_log_transformer_select,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
20,F:\projects\deepchemdeepchem\deepchem\trans\tests\test_log_transform.py,test_X_log_transformer_select,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
21,F:\projects\deepchemdeepchem\deepchem\utils\data_utils.py,load_sdf_files,4,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
22,F:\projects\deepchemdeepchem\deepchem\utils\data_utils.py,load_csv_files,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
23,F:\projects\deepchemdeepchem\deepchem\utils\data_utils.py,load_from_disk,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
24,F:\projects\deepchemdeepchem\examples\binding_pockets\binding_pocket_datasets.py,load_pdbbind_labels,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
0,F:\projects\deepmedicdeepmedic\deepmedic\frontEnd\configParsing\testSessionParams.py,__init__,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\deepmedicdeepmedic\deepmedic\frontEnd\configParsing\trainSessionParams.py,__init__,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
0,F:\projects\deepminddm-haiku\examples\imagenet\dataset.py,_decode_and_random_crop,1,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
0,F:\projects\deepmindopen_spiel\open_spiel\python\algorithms\alpha_zero\analysis.py,prepare,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\deepmindopen_spiel\open_spiel\python\algorithms\losses\rl_losses_test.py,test_batch_qpg_loss_with_entropy_cost,2,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
2,F:\projects\deepmindopen_spiel\open_spiel\python\algorithms\losses\rl_losses_test.py,test_batch_rm_loss_with_entropy_cost,2,tensor_array_not_used,"If the developer initializes an array using tf.constant() and tries to assign a new value to it in the loop to keep it growing, the code will run into an error.Using tf.TensorArray() for growing array in the loop is a better solution for this kind of problem in TensorFlow 2."
